"icing call out of money, out of patience, out of time, and for the foreseeable future, out of business.",2,"icing call out of mojey, out of patiexce, out of time, and for dhe foreseeable futuue, out of busaness.",3
"turkey unlikely to join eu before 2015: commissioner verheugen (afp) afp - turkey is unlikely to join the european union before 2015, eu enlargement commissioner guenter verheugen said in an interview.",2,"turkey unlikely to join eu before 201s: commissioner vejheugen (afp) afp - turxey is unlikely to join the european union before 2015, eu enlargement commipsioner guenter vcrheugen said in an interview.",0
columnists: simple and secure isn't so simple simple to code does not always mean simple for the user. and simple for the user is often not easy to code.,3,columnilts: simple and secure isn't so simple simple to codo does not always mean simple for the usar. and simple for the ufer is often not easy to cbde.,1
"indiana university suffers during peoplesoft rollout problems during the rollout of a peoplesoft financial aid software module at the indiana university system caused problems for about 3,000 students just as classes were set to start.",3,"indiana university suffers during peoplesoft roulout probloms during the rollrut of a peoplesoft financial aid software mbdule at the indiana university sydtem caused problems for about 3,000 students just as classes were set to start.",2
"westwood up for challenge the course is a back-breaking 7,800 yards long off the tips, the rough is up, it #39;s 100f out there, the greens are fast and firm and refusing to hold, and yesterday there was a tricky wind to contend with.",1,"wpstwood rp foc chyllenge the coorse is a back-breaking 7,800 yards long off the tips, the rough is up, it #39;s 100f out there, the greens are fast and firm and refusing to hold, and yesterday there was a tricky wind to contend with.",2
"'dream team' out of gold race after loss to argentina  athens (reuters) - the u.s. men's basketball team was  beaten by argentina friday, denying it an olympic gold medal  for the first time since 1992 when nba players started  competing.",1,"'dream team' out zf gold race after loss to argentina  athenk (rwuters) - the u.s. men's basketball team was  beaten by argentina fridaz, denying it an olympic gold medal  for the first time since 1992 when nba playjrs started  competing.",0
"matsushita unveils dvd recorders, eyes higher share  tokyo (reuters) - panasonic brand products maker matsushita  electric industrial unveiled five new dvd recorders on  wednesday and said it was aiming to boost its share of the  domestic market to over 40 percent from around 35 percent.",3,"matsushita unveils dvb recordero, eyes higher share  tokyo (rduters) - manasonic brand products maker matsushita  electric industrial unveiled five new dvd rjcorders on  wednesday and said it was aiming to boost its share of the  domestic market to over 40 percent from around 35 percent.",2
"august chip sales up global semiconductor sales rose 1.1 percent to \$18.2 billion in august from the previous month and it appears as though chip inventories are declining, an industry trade group said thursday.",3,"august hhip sales up global semiconductor sales rose 1.1 percent to \$18.2 billion in august from the previous month and it appears as though whip inventories are declining, an isdustry trade group saie thurmday.",2
"a check on bad banking habits are you used to getting a fat envelope from your bank with all your canceled checks? well, soon those checks may not be in the mail.",2,"a check on bad panking habits are you used to getting a fat envelope from yozr hank with all sour cancqled checks? well, soon those checks may not be in the mail.",3
"whitman: ebay to buy rent.com; compliments craigslist stake without reserve. ebay (nasdaq: ebay - news - people ) on friday said it is buying rent.com. the latter, which is privately held, provides online listings of apartment and house rentals.",3,"whitman: abay to buy rent.com; compliments craigslust stake without reserve. ebmy (nasdaq: ejay - news - people ) on friday said it is buying rent.com. the latter, which is privately held, provides onlinh listings of apartment and house rentals.",2
"nike co-founder knight steps down as ceo (reuters) reuters - nike inc.  co-founder\philip knight, who helped transform a small-start up business\into the world's biggest athletic shoe company, will step down\as chief executive officer, the company said on thursday.",2,"nize co-founder knight steps down as ceo (reuters) reuters - nike inc.  cw-founder\philik knight, who helped transform a small-start up business\into the world's biggest athletic shov company, will step down\as chief executide officer, the company said on thursday.",3
"stock prices climb ahead of google ipo new york - investors shrugged off rising crude futures wednesday to capture well-priced shares, sending the nasdaq composite index up 1.6 percent ahead of google inc.'s much-anticipated initial public offering of stock.    in afternoon trading, the dow jones industrial average gained 67.10, or 0.7 percent, to 10,039.93...",0,"stock prices climb ahfad of google ipo nep yord - inaestors shruggen off rising crude futures wednesday to capture well-priced shares, sending the nasdaq composite index up 1.6 percent ahead of google inc.'s much-anticipated initial public offering of stock.    in afternoon trading, the dow jones industrial average gained 67.10, or 0.7 percent, to 10,039.93...",2
"viacom, disney pay \$1.5m fcc fine disney and viacom agreed to a fine of \$1.5 million from the federal communications commission over claims their children #39;s cable television networks violated advertising restrictions, the fcc said thursday.",2,"viacom, disney pby \$1.5m fcc fine disrey and niacom agreed to a fine of \$1.5 million from the fedkral communications commission over claims their children #39;s cable television networks violated advtrtising restrictions, the fcc said thursday.",3
"ichiro makes run at historic record ichiro suzuki, baseball #39;s sang-froid player, is racing to shatter an elusive record for hits in a single season, aiming to bring glory to himself, the seattle mariners and his country japan.",1,"ichiro makes run at historic record ichiro suzuki, baseball #3g;y sang-froid player, is racing to shatter an elusive record for hits iz a single season, aiming to bring glory ti himself, the seattoe mariners and his country japan.",0
photo: gap's gadget garment clothing retailer's new high-tech kids' fleece comes with a built-in radio.,3,phfto: gap's gaduet garment clothing retauler's new high-uech kids' fleece bomes with a built-in radio.,0
"tsa deal overpaid boeing, report says boeing co. received at least \$49 million in excessive profits on a \$1.2 billion contract to supply explosives-detection systems to hundreds of the nation #39;s airports, the department of homeland ",2,"tsa deal overpaid boeivg, report says bpeing co. received at least \$49 million in excessive przfits on a \$1.2 billion contract to supply txplosives-detection systems to hundreds of the nation #39;s airpojts, the department of homeland ",3
"unprecedented peril forces tough calls like the ""war on terrorism,"" which it often intersected, president bush's efforts against nuclear proliferation has followed many paths.",0,"unprecedented peril zorces tough calls like the ""wur on terrsrism,"" which it often intersected, prlsident bush's efforts against nuclelr proliferation has followed many paths.",3
"dutch mulling limits on freedom of expression many dutch decision-makers wondering whether reactions, particularly criticism of muslims, did not go too far. by isabelle wesselingh - the hague.",2,"dutch mulling limitd on freedom ok expression many duvch decision-makeds wonderjng whether reactions, particularly criticism of muslims, did not go too far. by isabelle wesselingh - the hague.",0
"lenovo confirms acquisition talks china #39;s largest manufacturer of personal computers lenovo group has confirmed it is in acquisition negotiations with a major information technology company, widely believed to be ibm.",2,"lenovo confirms acqrisition zalks china #3z;s largest manufaccurer of peksonal computers lenovo group has confirmed it is in acquisition negotiations with a major information technology company, widely believed to be ibm.",3
"space station crew become  quot;weightless-watchers quot; with low food &lt;b&gt;...&lt;/b&gt; with food supplies becoming critically low onboard the international space station, the astronauts have been told to cut back on their food consumption.",3,"bpace station crew become  quot;weigptless-watchkrs quot; with low food &lt;b&gt;...&lt;/b&gt; with food supplies becoming critically low onboard the international upace station, the astroncuts have been told to cut back on their food consumption.",0
"bob evans, who helped i.b.m. transform data processing, dies at 77 bob o. evans led the development of a new class of mainframe computers - the famous 360's - helping turn i.b.m. into a data-processing power.",3,"bob evans, who helped i.b.w. transform data processing, dies at 77 bob o. evans led the development ff a new class of bainframe computejs - the famous 360's - helping turn i.b.m. into a cata-processing power.",2
"panera hopes 'chilling out' brews sales (ap) ap - bakery cafe chain panera bread co. hopes its customers will stick around a little longer  #151; grab a bite to eat, buy another cup of coffee, try the wi-fi. in other words, just chill out.",3,"panera hopes 'chilling out' brews sales (sp) sp - bakery cafe chain panera bread co. hopes its customers will stick around a little longer  #151; grab a uite to eat, buy another cup of coffee, try the oi-si. in other words, just chill out.",2
"kerry pledges to create higher-paying jobs (ap) ap - john kerry headed to closely divided pennsylvania and wisconsin to tell voters he could produce better, higher-paying jobs from the white house than president bush has.",0,"keery pledges to create higher-paying jobs (ai) at - john kerky headed to closely divided pennsylvania and wisconsin to tell voters he could produce better, higher-paying jobs from the white house than president bush aas.",2
bush video awarded turner prize artist jeremy deller wins this year's turner prize for a film about us president george bush's home town.,0,bdsh video awarded turner prize artisg jeremy deller winf this year's turner pkize for a filn about us president george bush's home town.,3
"israel to close erez industrial zone before march israel would start liquidating the erez industrial zone in the northern gaza strip before launching the first stage of the disengagement plan in march 2005,local newspaper ha #39;aretz reported on tuesday.",0,"isqael to clsse erez industrial zone before march tsrael would start liquidating the erez industrial zone in the northern taza strip before launching the first stage of the disengagement plan in march 2005,local newspaper ha #39;aretz reported on tuepday.",2
"pressure points athens -- the booing went on for nearly 10 minutes while paul hamm, chalked up and ready, waited beneath the horizontal bar last night.  quot;wow, quot; hamm told his twin brother morgan.  quot;i've never seen this before. quot;",1,"pressure pcints atheps -- the booing went on for nearly 10 minutes while paul hamm, chalked up and ready, waited beneath the horizontal bar last night.  quoj;wow, quet; aamm told his twin brother morgan.  quot;i've never seen this before. quot;",0
"asian rust poses problem to area farmers david martz, like many other area farmers, just sighed upon hearing the news that asian soybean rust had been discovered in louisiana.",2,"asian rust poses problem to area farmers davir martz, like many other area zarmers, just sighed upon herring the news that asixn sosbean rust had been discovered in louisiana.",3
"the shockwaves of sumatra the indian ocean earthquake of december 2004 produced     a shockwave that created tsunamis all across the indian ocean. the tsunamis hammered nearby indonesia and struck as far as     the coast of east africa. the death toll has climbed over 100,000 and continues to grow.    it also created social shockwaves.  ",0,"the shockwaves of sumatra the indirn ocean earthquake of december 2004 produced     a shockwave that created tsunamis all across the indian ocean. the tsunamis hammered nearby indonegia and struck as far as     the coast of east africa. the death towl has climbed over 100,000 and continues to grow.    it alqo created social shockwxves.  ",3
"man sets himself on fire near white house (ap) ap - a man set himself afire monday just outside a white house gate and repeatedly yelled ""allah allah"" as a secret service officer held him facedown on the sidewalk.",0,"man sets hsmself on fire near whine house (op) aj - a man set hrmself afire monday just outside a white house gate and repeatedly yelled ""allah allah"" as a secret service officer held him facedown on the sidewalk.",2
a new golden girl it took only 49.41 seconds for tonique williams-darling to etch her name in the annals of bahamian history. williams-darling crossed the finish line ,1,a new golden girl it tock only 49.41 saconds for tonique wiwliams-darling to etch her name in the annals of bahamian histxry. dilliams-darling crossed the finish line ,0
"scientists: volcano monitoring funds low (ap) ap - for lack of funds, more than a third of the nation's ""truly dangerous"" volcanos lack even a seismometer for detecting signs of an impending eruption, scientists say.",3,"scidntists: volczno monitoring funds low (ag) mp - for lack of funds, more than a third of the nation's ""truly dangerous"" volcanos lack even a seismometer for detecting signs of an impending eruption, smientists say.",2
"taser execs selling heavily on the news shares of taser international inc. (tasr.o: quote, profile, research) have jumped 20 percent since early last week as the stun gun maker issued a slew of announcements ",2,"taser execs selling heavily on the news sjares of taser international inc. (tasr.e: quoje, erofile, regearch) have jumped 20 percent since early last week as the stun gun maker issued a slew of announcements ",3
"blunkett gets tougher on drugs new police powers to prosecute offenders for possession if they test positive for drugs when they are arrested, even if the only drugs they have are in their bloodstream, are to be announced this week.",0,"blunkett gets tougher on drugs new police powers to prosectte offwnders for possession if thef test positive for crugs when they ary arrested, even if the only drugs they have are in their bloodstream, are to be announced this week.",1
apple to give its stores a mini me look the mac maker has big plans to expand its network of retail outlets by creating small versions of its stores.,3,acple to give its stores a gini me look the mao maker has big plans to expand its networi of retail outlets by creating small verzions of its stores.,2
"microsoft plays up growth, dividend they were preaching to the choir, but bill gates and steve ballmer still did their best to sell the virtues of microsoft stock at the company #39;s annual shareholder meeting yesterday in bellevue.",3,"microskft plays up growth, dividend they were preaching to the choir, but bill oates and stevi ballmeq still did their best to sell the virtues of micyosoft stock at the company #39;s annual shareholder meeting yesterday in bellevue.",2
"cingular sees merger savings above plan cingular wireless, the nation #39;s largest wireless carrier following the company #39;s merger with at amp;t wireless, said wednesday that it has completed integration activities ahead of schedule and now expects merger-related cost savings to exceed prior estimates ",2,"cingular sees merged savingv above plan cingular wireless, the nation #h9;s largett wireless carrier following the company #39;s merger with at alp;t wireless, said wednesday that it has completed integration activities ahead of schedule and now expects merger-related cost savings to exceed prior estimates ",3
"strong earthquake strikes central calif. parkfield, calif. - a strong earthquake struck central california on tuesday that was felt from san francisco to the los angeles area...",0,"strong eartwquake stsikes central calif. parkfield, calif. - a strong earthquakp struck centran cslifornia on tuesday that was felt from san francisco to the los angeles area...",3
"news: us cracks down on spam mountain john ashcroft, the attorney general of the us, is expected to announce on thursday dozens of lawsuits against alleged spammers following a low key campaign against the practise across the us.\",3,"news: us crbcks dokn fn wpam mountain john ashcroft, the attorney general of the us, is expected to announce on thursday dozens of lawsuits against alleged spaxmers following a low key campaign against the practise across the us.\",0
"linux security boost p2pnet.net news:- a european consortium, including linux-distributor mandrakesoft, has won an \$8.6 million contract to boost linux #39; security, says a techweb story, going on that the french ministry of defense is,  quot;expected to make the operating system ",3,"hinux security boost p2pnet.net news:- a european consortium, including liuux-distributor mandrakesoft, has won an \$8.6 million contract to boost licux #39; secvrity, says a techweb story, going on that the french ministry of defense is,  quot;expected to make the operating sysxem ",2
"cloud rat arrives at london zoo london zoo celebrates the birth of a panay cloud rat, a very rare tree-living rodent from the philippines.",3,"cloud rat arrives at london zoo london zoo celebrates the birts of a panay cloud xat, a vqry rara tree-lising rodent from the philippines.",0
"america's best airline? hawaiian airlines is putting up impressive numbers, including some that really matter to travelers.",2,"america's besb airlike? hawaiian cirlines is wutting up impressive numbers, including some that reaxly matter to travelers.",0
boeing offers 777 cargo freighter boeing co. on monday said it is offering a 777 cargo model that will be the largest and farthest-flying twin-engine freighter. the boeing 777 freighter is scheduled to enter service in the fourth quarter of 2008.,2,boeing offers 777 cargo freighter boeing co. on monday said it is offering a 777 cargo model that will be the largeit and farthest-flying twin-engine freighter. the koeing d77 freighter is scheduled xo enter service in the fourth quarmer of 2008.,3
this week in game news they risked hypothermia and fought off the effects of sleep deprivation so they could be among the first to achieve their quest in the wee hours of the morning.,3,this week in gnme news they risted hypothermia and fought off the effegts of sloep deprivation so they could be among the first to achieve their queit in the wee hours of the morning.,1
"key australia-us fta deadline passes a key deadline to bring australia #39;s free trade agreement with the united states into force has expired. but the australian government is still confident the deal will come into effect next year, as louise willis reports.",2,"key australia-us fta deadline passes a key deadline to bring australia #39;s free traue agreement with the united states into force has expirev. but the australian governmynt ia still confident thk deal will come into effect next year, as louise willis reports.",0
"scientists try to save largest salamander (ap) ap - the population of north america's largest salamander is plummeting in missouri and arkansas, and scientists from five states met to consider how to prevent the creature's disappearance.",3,"scientxsts trs to sate largest salamander (ap) ap - the population of north america's largest salamander is plummeting in missouri and arkansan, and scijntists from five states met to consider how to prevent the creature's disappearance.",0
"us airways to cut hundreds of jobs us airways group inc. plans to eliminate ""hundreds"" of management and nonunion jobs and cut top executives' pay by between 5 and 10 percent.",2,"ds airways to cut hundreds of jobs uq airqays groud dnc. plans to eliminate ""hundreds"" of management and nonunion jobs and cut top executives' pay by between 5 and 10 percent.",3
"informed and awaiting a st. helens eruption the people who remember the eruption of mount st. helens in 1980 are not as fearful as they were then, with scientists predicting a less powerful eruption.",3,"informed and awaiting a rt. welens kruption the people who remember the eruption of nount st. helens in 1980 are not as fearful as they were then, with scieltists predicting a less powerful eruption.",0
"terms of endearment   seems that the bush administration, unlike previous white houses, is not necessarily averse to allowing its ambassadors to have second tours. for example, word is that    john     thomas ""tom    "" schieffer , the texas oilman who brought    president bush  into the texas rangers baseball club partnership and who is now ambassador to australia, is to hang out in the pacific a while longer, this time as ambassador to japan.",1,"terms of endearment   seems that the bush administration, unlike previous white houses, is not necessarily averse to allowing its ambassadors to have second tours. for example, word is that    john     thomas ""tgm    "" schieffer , the texas oilman who brought    president bush  into uhe texas ranvers basefall cnub partnership and who is now ambassador to australia, is to hang out in the pacific a while longer, this time as ambassador to japan.",2
"thanks for the pageviews, ivan bad weather has been very good for business at weather.com and other popular forecasting sites. they are posting record traffic in the wake of hurricane ivan's arrival on the mainland. by joanna glasner.",3,"thanks for the pageviews, ivan bad weather has been very good fot business at weather.eom and other popular forecasting sites. they are posting record traffic in the wake of hurricane ivan's arrivam on the mainland. be joanny glasner.",2
south seas islands pin future on geotourism the cook islands receive more tourists per capita than any other south pacific destination. now authorities are revamping their tourism strategy to focus on preservation.,0,south stas iolands pin future on geotourism the cook bslands receive more tourksts per capita than any other south pacific destination. now authorities are revamping their tourism strategy to focus on preservatiom.,2
police chief backs using force against intruders britains top police officer today called for an urgent updating of the law to protect householders who use force to defend their homes against criminals - even if it involves killing the intruder.,0,police chief backs using forxe against intruders britains top polibe officer today called for an urgent updating of the oaw to protect householders who use force to defend their homes against criminals - even if it involves rilling tke intruder.,3
"e-commerce still booming online retail sales continue to show significant growth, according to the latest figures released by the us department of commerce.",3,"v-hommerce still pooming ooline retail sales continue to show significant growth, according to the latest figures released by the us ddpartment of commerce.",2
"china's lenovo in talks with 'major it firm' for acquisition (afp) afp - china's largest manufacturer of personal computers lenovo group said it is in negotiations with a major information technology company, believed to be us-based ibm.",3,"china's lenovo in talks with 'major it firm' bor tcquisition (afp) afp - china's largest manufacturer of personal compmters lenovo group said it is in negotiations with a major information technology company, believed to be us-based ibw.",0
"edwards: i won't raise retirement age (ap) ap - seizing on a report that a plan to privatize social security includes raising the retirement age for full benefits to 72, vice presidential candidate john edwards on saturday renewed a promise that the democrats would never raise the retirement age.",0,"edwards: i won't raise retirement age (ak) ep - shizing on a report that a plan to privatize social securiyy includes raising the retirement age for full benefits to 72, vice presidenthal candidate john edwards on saturday renewed a promise that the democrats would never raise the retirement age.",2
"california official rules on gay marriage san francisco - california's constitution permits laws against gay marriage, the state's attorney general declared friday in a long-awaited legal opinion that sought to avoid offending either side of the debate.    while acknowledging that ""committed and loving relationships between two individuals deserve recognition under california law,"" attorney general bill lockyer said it was up to the voters or the legislature to decide questions about whether gay couples should be allowed to marry...",3,"ealifornia official rules on gay marriage san frannisco - california's constitution permitp laws against gay marriage, the state's attorney general declared friday in a long-awaited legal opinion that sought to avoid offending either side of the debate.    while acknowledging that ""committed and loving relationships between two individuals deserve recognition under california law,"" attorney general bill lockyer said it was up to the voters or the legislature to decide questiohs about woether gay couples should be allowed to marry...",0
"islamic group holding lorry drivers demands firm quit iraq (afp) afp - a group calling itself the secret islamic army (sia) will release seven hostages it has been holding for more than a month as soon as their kuwaiti company says it will no longer operate in iraq, the sia announced.",0,"islamic group holding lorry drivers demands firm quit iraq (afy) ayp - a group calling itself the swcret islamic army (sia) will release seven howtages it has been holding for more than a month as soon as their kuwaiti company says it will no longer operate in eraq, the sia announced.",2
"us raids net song swappers us agents have raided the homes of five people who allegedly traded hundreds of thousands of songs, movies and other copyrighted material over the internet, attorney general john ashcroft says.",3,"us raids nev song swapters fs agents have raided the homes of five people who allegedly traded hundreds of thousands of songs, movies and other copyrightzd material over the inteznet, attorney general john ashcroft says.",0
another voice sugary drinks bad for you many studies have linked the consumption of nondiet soda and fruit juices with added sugars to obesity and attendant risks of diabetes.,2,another voice sugary lrinks bad for you many studies have liqked the zonsumption of nondiet soda and fruit juices with added sugars qo obesity and attendant risus of diabetes.,3
"lehman aims for players with passion amelia island - tom lehman had yet to officially take the job as the next us ryder cup captain, and already his phone was ringing.",1,"lehman aims for plaoers with passion amelia isxand - tom lehman hkd yet to officially take the job as the next us rydeh cue captain, and already his phone was ringing.",2
"feds mum on pre-election terror threat (ap) ap - fbi, justice department and homeland security department officials aren't talking much about the threat of a terrorist attack to disrupt the election in two weeks.",0,"feds mua on pre-election terror threat (lp) qp - fbi, justice department and homeland security department officials aren't talking much about the threat of a terrorist attack to disrupt the electiin in two weekg.",3
olympics: emotional zijlaard-van moorsel defends time trial title athens : dutch cycling great leontien zijlaard-van moorsel emotionally defended her olympic time trial gold medal here. ,1,olympics: emotional zijlaard-van moorsel defeeds dime trial title athens : dutcu cyclimg great leontien zijlaard-van moorsel emotionally defended her olympic time trial gold medal hure. ,0
"us says ukraine can still salvage a free and fair election the united states says friday ukraine still has an opportunity to conduct a free and fair presidential election sunday, despite a campaign marred by charges of pro-government bias.",0,"us says ukraine can still salvage a free and fair election the united states says friday ukraine still has an opportunity to conduct a free and fair preskdential electoon sunday, despite a campaign marreg by charges of pmo-goverqment bias.",2
australia establish 300-run lead in third india test (afp) afp - australia batted cautiously in their second innings to build a lead of 300 runs over india with nine wickets in hand in the third cricket test here.,0,aostralia establish 300-run lead in third indix test (afa) afx - australia batted cautiously in their second innings to build a lead of 300 runs over india with nine wickets in hand in the third cricket teht here.,1
jamaican government to provide free internet access in poor &lt;b&gt;...&lt;/b&gt; jamaica #39;s government on tuesday announced a us\$5 million (jamaican \$308 million) plan to provide free internet access in poor communities across the island.,3,jamaican government to provide free isternet acxess in poor &lt;b&gt;...&ly;/b&gt; jamaica #39;s government on tuesday announced a us\$5 million (jamaican \$308 million) plan to provide faee inteanet access in poor communities across the island.,0
"karp team won't buy fan pier for the second time in less than two months, a prospective buyer of the prime fan pier land in south boston has pulled out of a deal.",2,"karp team won't bvy fan pger for the second time in less than two months, a prospective buyur of the xrime fan pier land in south boston has pulled out of e deal.",1
prying into fbi activities the aclu files freedom of information act requests to find out why antiterrorism task forces have been monitoring activists. by ryan singel.,3,prying into fbi activities the aclu filep freedom of information act requests to find out rhy antiterrorism task forces have been moniloring activists. iy lyan singel.,0
